group	fill
1	#FF7E5D
2	#FF7250
3	#FF7452
4	#FF7452
5	#FF7755
6	#FF7958
7	#FF8160
8	#FF8362
9	#FF8565
10	#FF8F70
11	#FF8F70
12	#FF8160
13	#FF9B7E
14	#FFAA90
15	#FFBBA5
16	#FFD1C1
17	#FFF3EF
18	#FF7C5B
19	#FF7958
20	#FF7958
21	#FF7755
22	#FF6F4D
23	#FF7250
24	#FF7755
25	#FF997B
26	#FF6746
27	#FF6543
28	#FF6C4B
29	#FF6C4B
30	#FF6948
31	#FF7958
32	#FF8565
33	#FF8362
34	#FF8868
35	#FF8F70
36	#FF9678
37	#FF9273
38	#FFAC93
39	#FFCAB8
40	#FFD9CB
41	#FFE6DD
42	#FF8F70
43	#FF8C6D
44	#FF8362
45	#FF7C5B
46	#FF7755
47	#FF6948
48	#FF6C4B
49	#FF997B
50	#FF6948
51	#FF6543
52	#FF6746
53	#FF6C4B
54	#FF6746
55	#FF7958
56	#FF8565
57	#FF8868
58	#FF8868
59	#FF8565
60	#FF9678
61	#FF8565
62	#FFAC93
63	#FFCFBE
64	#FFE0D6
65	#FFEBE4
66	#FF8F70
67	#FF8A6B
68	#FF8160
69	#FF7C5B
70	#FF6F4D
71	#FF6746
72	#FF6C4B
73	#FF9B7E
74	#FF6948
75	#FF6948
76	#FF6241
77	#FF6746
78	#FF7250
79	#FF8362
80	#FF7958
81	#FF7755
82	#FF8A6B
83	#FF8160
84	#FF9678
85	#FF8C6D
86	#FF9D81
87	#FFCFBE
88	#FFE0D6
89	#FFF1EB
90	#FF8C6D
91	#FF8565
92	#FF7E5D
93	#FF7958
94	#FF6948
95	#FF6C4B
96	#FF6C4B
97	#FF9D81
98	#FF6948
99	#FF6948
100	#FF6543
101	#FF6F4D
102	#FF7958
103	#FF7C5B
104	#FF7C5B
105	#FF7755
106	#FF8362
107	#FF8C6D
108	#FF997B
109	#FF8C6D
110	#FFAC93
111	#FFCAB8
112	#FFD9CB
113	#FFF1EB
114	#FF8F70
115	#FF8565
116	#FF7958
117	#FF7452
118	#FF6F4D
119	#FF6F4D
120	#FF7250
121	#FF9B7E
122	#FF7452
123	#FF6F4D
124	#FF6C4B
125	#FF8160
126	#FF7755
127	#FF7755
128	#FF7755
129	#FF7958
130	#FF8160
131	#FF8A6B
132	#FF9678
133	#FFA287
134	#FFAA90
135	#FFA287
136	#FFD9CB
137	#FFF1EB
138	#FF8C6D
139	#FF8362
140	#FF8160
141	#FF7958
142	#FF7C5B
143	#FF8565
144	#FF8362
145	#FF997B
146	#FF9B7E
147	#FF7755
148	#FF7958
149	#FF8160
150	#FF7755
151	#FF7755
152	#FF7452
153	#FF7958
154	#FF8362
155	#FF8C6D
156	#FF8F70
157	#FF9273
158	#FF8F70
159	#FF9476
160	#FFCFBE
161	#FFE0D6
162	#FF8C6D
163	#FF8565
164	#FF9B7E
165	#FF7E5D
166	#FFB198
167	#FFBDA8
168	#FFB39B
169	#FF9476
170	#FF9D81
171	#FF9678
172	#FF8F70
173	#FF7E5D
174	#FF7250
175	#FF7755
176	#FF7755
177	#FF7958
178	#FF8362
179	#FF8868
180	#FF8F70
181	#FF9273
182	#FF9678
183	#FF9476
184	#FFA88D
185	#FFD4C4
186	#FF8A6B
187	#FFA58A
188	#FFC0AB
189	#FFC5B2
190	#FFA287
191	#FF9476
192	#FF9476
193	#FF8F70
194	#FF9273
195	#FF8A6B
196	#FF8C6D
197	#FF6F4D
198	#FF7250
199	#FF7958
200	#FF7755
201	#FF7C5B
202	#FF7E5D
203	#FF8868
